,piscina,apartamento,gas,amueblado,patio,nauta,cisterna,finca,portal,techo de placa,hospital,escuela,cuartos,banos,salas,plantas,cocinas,comedores,desahogos,pisos,splits,refrigeradores,garajes,tanques,Arroyo Naranjo,Artemisa,Bauta,Bayamo,Bejucal,Boyeros,Caimito,Camagüey,Centro Habana,Cerro,Ciego de Ávila,Cienfuegos,Consolación del Sur,Corralillo,Cotorro,Cárdenas,Diez de Octubre,Guanabacoa,Guanajay,Guane,Guantánamo,Güines,Güira de Melena,Habana Vieja,Habana del Este,Holguín,Isla de La Juventud,Jovellanos,La Lisa,Las Tunas,Marianao,Mariel,Matanzas,Mayarí,Melena del Sur,Morón,Nuevitas,Pinar del Río,Playa,Plaza,Regla,Sagua la Grande,San Antonio de los Baños,San Cristóbal,San José de las Lajas,San Miguel del Padrón,Sancti Spíritus,Santa Clara,Santiago de Cuba,Santo Domingo,Songo la Maya,Trinidad,Yara, Artemisa, Camagüey, Ciego de Ávila, Cienfuegos, Granma, Guantánamo, Holguín, Isla de la Juventud, La Habana, Las Tunas, Matanzas, Mayabeque, Pinar del Río, Sancti Spíritus, Santiago de Cuba, Villa Clara,price
0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73065
